0	0	0	0	0.824052	0.317789	0.212244	0.229321	0.949929
1	0	0	0	0.515	2.96949	0.149041	0.0843485	-0.985227
2	0	0	0	3.65673	2.59327	-0.453608	-0.256799	-0.853401
3	0	0	0	0.208216	1.3812	0.960868	0.20301	0.188465
4	0	0	0	0.52868	1.38858	0.849178	0.496044	0.181211
5	0	0	0	4.54993	1.43381	-0.160229	-0.977588	0.136557
6	0	0	0	6.18277	0.245566	0.241881	-0.0243703	0.97
7	0	0	0	2.99988	0.491912	-0.467577	0.0667097	0.881432
8	0	0	0	2.97013	2.49728	-0.591844	0.102485	-0.799511
9	0	0	0	3.72011	2.22321	-0.665315	-0.434488	-0.607105
10	0	0	0	0.123356	1.8089	0.964403	0.119572	-0.23586
11	0	0	0	4.5383	1.95112	-0.160837	-0.914509	-0.37122
12	0	0	0	4.76987	1.93739	0.0536342	-0.932012	-0.358437
13	0	0	0	0.497696	0.609921	0.503313	0.273457	0.819693
14	0	0	0	3.24725	1.0751	-0.874734	-0.0927663	0.475641
15	0	0	0	3.10562	0.228112	-0.225993	0.00813316	0.974095
16	0	0	0	2.49724	0.978973	-0.663515	0.498521	0.557875
17	0	0	0	3.69201	1.53078	-0.851626	-0.52262	0.0400033
18	0	0	0	2.26247	0.926027	-0.509778	0.615555	0.601014
19	0	0	0	3.1095	1.26774	-0.953938	0.0306219	0.298438
20	0	0	0	3.36005	2.02265	-0.878258	-0.194975	-0.436633
21	0	0	0	5.63115	1.7437	0.782997	-0.597759	-0.172044
22	0	0	0	0.445038	1.72679	0.891635	0.425265	-0.155362
23	0	0	0	5.88649	2.13636	0.778721	-0.32621	-0.535892
24	0	0	0	1.19997	2.27481	0.276226	0.710437	-0.647285
25	0	0	0	1.14953	1.57395	0.408917	0.912566	-0.00315259
26	0	0	0	0.190581	2.40663	0.658416	0.127023	-0.741859
27	0	0	0	4.94827	2.53428	0.133361	-0.554858	-0.821186
28	0	0	0	4.20446	0.344733	-0.164366	-0.295282	0.941166
29	0	0	0	2.95074	1.90489	-0.927554	0.179209	-0.327913
30	0	0	0	3.92808	2.09843	-0.610273	-0.611607	-0.503491
31	0	0	0	4.39009	1.02431	-0.270617	-0.810362	0.519692
32	0	0	0	5.07634	0.866548	0.271286	-0.712178	0.647461
33	0	0	0	2.65491	2.65072	-0.41666	0.220467	-0.881924
34	0	0	0	0.683725	0.777802	0.543987	0.443263	0.712457
35	0	0	0	0.369893	2.05986	0.823066	0.319136	-0.469802
36	0	0	0	5.74032	2.46281	0.53758	-0.324335	-0.77834
37	0	0	0	1.64979	0.373056	-0.0287619	0.363326	0.931218
38	0	0	0	4.2753	0.914819	-0.335447	-0.717953	0.609934
39	0	0	0	0.288446	1.12605	0.865425	0.25679	0.430232
40	0	0	0	2.31933	1.69908	-0.674974	0.726665	-0.127936
41	0	0	0	5.36335	2.04613	0.538775	-0.707312	-0.457636
42	0	0	0	3.73249	1.20204	-0.774616	-0.519653	0.36046
43	0	0	0	1.33245	0.318085	0.0738377	0.303907	0.949836
44	0	0	0	5.26725	0.504179	0.254503	-0.410613	0.875571
45	0	0	0	3.19416	2.10657	-0.858687	-0.0451809	-0.510504
46	0	0	0	5.41254	2.18788	0.525503	-0.623703	-0.578655
47	0	0	0	4.30807	0.835853	-0.291845	-0.682052	0.670545
48	0	0	0	3.57367	1.88188	-0.86451	-0.398659	-0.306093
49	0	0	0	4.4366	1.79975	-0.265198	-0.937101	-0.226962
50	0	0	0	5.95589	2.05731	0.83704	-0.284184	-0.46755
51	0	0	0	5.83751	1.39801	0.888885	-0.424645	0.171927
52	0	0	0	2.31817	1.39878	-0.669684	0.722651	0.17117
53	0	0	0	1.48355	1.35779	0.0851668	0.973682	0.211402
54	0	0	0	5.40987	2.5447	0.361016	-0.430809	-0.827086
55	0	0	0	4.31823	0.787217	-0.272045	-0.654072	0.70582
56	0	0	0	5.78953	2.58779	0.463131	-0.249209	-0.850532
57	0	0	0	4.81157	2.04071	0.0882826	-0.887227	-0.452808
58	0	0	0	6.04629	0.621724	0.56617	-0.136692	0.812876
59	0	0	0	2.28091	1.08458	-0.576363	0.670408	0.467288
60	0	0	0	4.86537	1.46177	0.151485	-0.982452	0.10881
61	0	0	0	2.18082	0.51741	-0.283367	0.405417	0.869103
62	0	0	0	5.26882	2.16246	0.438381	-0.704804	-0.55774
63	0	0	0	5.21697	0.851245	0.363595	-0.658373	0.659047
64	0	0	0	2.74595	1.64617	-0.920128	0.38431	-0.0753
65	0	0	0	6.02656	1.22871	0.911206	-0.239116	0.335451
66	0	0	0	2.01414	2.46938	-0.267125	0.562516	-0.782445
67	0	0	0	3.79677	2.00651	-0.718853	-0.552373	-0.42206
68	0	0	0	5.02379	2.07686	0.267988	-0.832591	-0.484742
69	0	0	0	5.21645	1.65858	0.481129	-0.872255	-0.0876733
70	0	0	0	2.38966	2.5753	-0.39185	0.36646	-0.843896
71	0	0	0	1.26371	2.30632	0.224137	0.706789	-0.670979
72	0	0	0	5.71664	1.91854	0.793257	-0.504596	-0.340774
73	0	0	0	0.00292348	1.32229	0.969276	0.00283367	0.245958
74	0	0	0	0.443618	0.899227	0.70707	0.336005	0.622215
75	0	0	0	5.07233	2.4258	0.231131	-0.614166	-0.754572
76	0	0	0	4.75094	0.568331	0.0207445	-0.537826	0.8428
77	0	0	0	4.38941	2.8024	-0.105606	-0.315525	-0.943022
78	0	0	0	0.462739	1.83353	0.864125	0.431082	-0.259722
79	0	0	0	3.05718	2.725	-0.403206	0.0341154	-0.914473
80	0	0	0	5.28162	2.06977	0.47327	-0.739617	-0.478521
81	0	0	0	3.44564	0.370636	-0.345594	-0.10844	0.932097
82	0	0	0	1.80061	1.30261	-0.219649	0.938902	0.264987
83	0	0	0	1.31279	1.85723	0.24476	0.927506	-0.282534
84	0	0	0	2.10437	1.36416	-0.497796	0.842678	0.205164
85	0	0	0	5.26956	1.37495	0.518682	-0.832527	0.194599
86	0	0	0	5.79676	1.53385	0.883407	-0.467148	0.0369427
87	0	0	0	2.77171	2.47762	-0.574576	0.222777	-0.787549
88	0	0	0	1.7111	1.24467	-0.132476	0.93798	0.320379
89	0	0	0	6.07426	1.02974	0.838527	-0.177781	0.51504
90	0	0	0	0.227191	2.15996	0.810039	0.187267	-0.555669
91	0	0	0	5.41104	1.41244	0.635139	-0.756129	0.157696
92	0	0	0	1.85292	1.32227	-0.269846	0.930956	0.245974
93	0	0	0	3.71833	1.81608	-0.813154	-0.528974	-0.242832
94	0	0	0	2.70392	1.47075	-0.90121	0.421715	0.0998833
95	0	0	0	5.34766	1.61852	0.592717	-0.803997	-0.0477031
96	0	0	0	0.810425	1.94399	0.641753	0.674706	-0.364588
97	0	0	0	4.12035	1.30442	-0.538369	-0.80054	0.263238
98	0	0	0	1.42815	1.99857	0.129352	0.900648	-0.41485
