1024
0	2.10862	5.23981
1	0.631099	3.03143
2	1.72298	2.71307
3	2.15804	0.668878
4	1.56792	6.08419
5	1.9256	3.70796
6	1.96612	4.28843
7	0.817867	2.01346
8	1.97258	1.25348
9	2.34661	5.93895
10	1.56952	3.63688
11	0.741268	2.486
12	1.40378	3.15785
13	1.74596	2.58432
14	1.28157	5.85541
15	1.36621	5.39582
16	0.897456	4.04878
17	1.80101	5.62719
18	1.66674	0.556568
19	1.39893	0.686374
20	1.7804	6.20788
21	2.01993	0.0208522
22	1.27365	1.2455
23	1.60524	1.23655
24	1.42655	0.991524
25	1.30808	5.00268
26	0.669499	2.70209
27	2.94571	5.01894
28	0.667182	0.556085
29	3.00994	3.59717
30	1.73371	0.305406
31	0.811551	0.89438
32	1.70211	2.29582
33	1.24998	6.05853
34	2.42275	1.21578
35	0.6035	4.36108
36	1.3749	5.22405
37	2.56583	6.09234
38	2.47421	5.57648
39	1.47507	3.14885
40	0.376901	2.48188
41	2.3128	3.56978
42	2.37978	3.94665
43	2.32498	0.809041
44	1.76847	5.58714
45	1.98722	5.39769
46	1.09122	6.13955
47	0.658877	0.470217
48	1.92479	0.971622
49	1.01296	4.81165
50	1.14429	3.40401
51	1.94572	3.89121
52	0.693281	5.92247
53	0.748743	0.703245
54	2.01163	3.85139
55	2.01047	4.33382
56	2.69664	3.16084
57	1.2832	3.2025
58	1.55774	1.04687
59	2.77573	4.81135
60	1.62859	1.29942
61	1.43245	2.80678
62	1.13098	5.54347
63	1.81588	3.38922
64	0.589035	0.947431
65	1.47514	4.40361
66	1.81935	2.70802
67	0.61072	4.06077
68	2.67617	2.12466
69	0.344582	0.851232
70	2.39075	3.07782
71	2.48325	2.01754
72	2.06525	6.12482
73	1.70035	0.635302
74	0.440144	5.42906
75	1.2453	5.15951
76	2.12597	1.63754
77	1.54761	0.907784
78	1.01271	1.20476
79	2.22135	1.70183
80	1.14081	0.277308
81	3.05881	4.52718
82	1.45849	3.02432
83	0.503665	3.86717
84	1.19081	3.83678
85	0.95604	2.08162
86	0.897412	2.09164
87	1.15474	3.55305
88	0.773757	3.17384
89	2.78883	0.493089
90	1.86544	0.277514
91	1.94117	1.58021
92	1.65194	2.60176
93	1.21412	3.16288
94	2.14775	6.18307
95	0.607369	6.08952
96	2.02198	5.26536
97	1.80692	2.65897
98	1.59724	4.80897
99	1.38803	1.12719
100	2.46473	0.136308
101	1.26295	2.65402
102	1.58334	5.44097
103	1.78033	3.65847
104	2.03745	3.331
105	2.41757	1.1233
106	1.41313	5.18595
107	0.160083	5.23694
108	1.21467	3.42483
109	0.853272	1.81293
110	0.917124	5.72982
111	2.42672	1.02175
112	0.859856	5.47141
113	2.42443	0.676922
114	1.51883	2.53389
115	2.43721	5.01986
116	1.97177	0.469688
117	0.539193	0.678437
118	0.96326	6.05655
119	1.28783	4.80305
120	1.32947	1.12595
121	1.33632	0.0797265
122	2.43426	1.52622
123	1.48212	1.34285
124	0.393035	3.86832
125	1.83688	5.72576
126	1.03074	3.89663
127	0.849734	1.27132
128	0.940243	2.35397
129	1.72024	3.38112
130	1.57087	1.18786
131	1.5467	1.62309
132	1.2144	2.27312
133	1.31753	0.517231
134	1.58738	0.945434
135	1.43421	4.71998
136	2.72277	5.66336
137	0.938418	1.91455
138	1.34823	4.4757
139	1.42834	1.14418
140	1.02707	1.55256
141	1.94517	5.73345
142	2.12518	0.666
143	1.14904	6.23053
144	2.09148	1.07937
145	1.1798	0.92369
146	1.13753	3.1587
147	1.0661	0.995783
148	2.74111	5.36332
149	2.35218	6.10282
150	1.39894	6.00191
151	1.6289	2.55789
152	1.12985	3.84912
153	1.93694	5.86126
154	2.13644	5.39989
155	0.764893	5.9012
156	2.22542	5.59484
157	2.85291	5.85173
158	2.77791	5.7596
159	2.80935	3.86629
160	1.89316	1.54084
161	1.15336	5.00999
162	1.87609	6.07614
163	2.23498	5.93702
164	1.87599	3.71116
165	0.577357	4.34391
166	2.26811	1.58942
167	1.53426	3.77465
168	0.25182	0.10739
169	0.892489	5.53891
170	1.96564	3.15671
171	0.79288	1.78982
172	1.23945	0.0824711
173	2.92392	3.94513
174	2.50664	0.0341745
175	1.68413	0.0784358
176	2.6699	0.0390258
177	0.984275	0.637209
178	2.32696	0.142611
179	1.43726	2.87919
180	0.861801	3.50878
181	1.30412	1.243
182	0.396449	1.48248
183	0.478887	2.05394
184	0.935973	5.88594
185	1.5651	0.905077
186	2.08466	3.77293
187	2.12693	5.05241
188	1.62094	5.28887
189	1.55097	2.70712
190	1.55778	5.85438
191	2.11101	2.30423
192	0.710777	3.22145
193	2.07515	4.26099
194	2.02833	2.6383
195	1.93495	2.48523
196	0.775958	3.33375
197	0.793041	2.47726
198	1.74484	0.685158
199	2.35022	1.88797
200	1.84412	3.32573
201	0.753016	4.00541
202	1.17235	1.07189
203	1.6007	2.50871
204	1.23939	3.38039
205	1.87735	4.31333
206	1.47304	4.43978
207	2.81466	1.59003
208	1.59653	0.633056
209	2.41944	0.306991
210	1.61947	3.65527
211	2.14392	5.02661
212	1.17427	3.94632
