2000
0	0.42154	-0.471612	0.774523
1	-0.28405	0.503649	0.815876
2	-0.803575	0.231994	0.548129
3	-0.58193	-0.693199	-0.425243
4	0.056434	0.995908	0.0705849
5	0.121747	0.0337872	-0.991986
6	0.193343	-0.120429	-0.973712
7	0.306112	-0.858262	0.411925
8	-0.585996	0.465801	-0.663052
9	-0.384398	0.414274	-0.824994
10	0.460951	-0.652561	0.601405
11	0.887284	0.315072	-0.336832
12	-0.56636	-0.00139427	-0.824157
13	0.281524	-0.377468	0.882192
14	0.790778	0.44724	-0.417907
15	-0.441552	-0.812141	-0.38139
16	-0.501109	0.0328873	0.864759
17	0.937147	-0.114908	0.329473
18	0.687684	0.716063	0.119766
19	0.833145	-0.17447	0.524814
20	0.648285	-0.00643133	0.76137
21	0.709626	-0.0113876	-0.704487
22	0.923239	0.032547	0.382845
23	-0.556645	-0.0506929	0.829203
24	0.438299	-0.853042	-0.28322
25	-0.515729	0.572222	-0.637641
26	0.928394	0.0992758	-0.358092
27	-0.858587	0.485322	-0.165199
28	-0.175139	0.535953	0.825882
29	-0.514842	-0.000171247	0.857285
30	-0.363088	-0.917562	-0.16201
31	0.263561	-0.00268877	0.964639
32	0.885659	-0.286914	0.365088
33	0.816762	-0.538496	0.207175
34	-0.603801	0.789143	-0.112597
35	0.657432	-0.266547	-0.704795
36	-0.753511	-0.472494	-0.457133
37	-0.984495	0.0458687	0.169307
38	-0.601665	0.633274	0.48679
39	0.760529	-0.597235	-0.254767
40	0.0130271	0.299317	-0.954065
41	0.380617	0.912304	-0.151099
42	0.163345	0.906213	0.389995
43	0.305767	-0.762081	0.570735
44	0.295433	0.955135	0.0209037
45	-0.136318	0.986899	0.0863046
46	-0.847452	0.352239	-0.397182
47	-0.511508	0.821921	-0.250611
48	-0.307811	-0.218207	0.926088
49	-0.22664	-0.829767	-0.51002
50	0.30613	-0.930409	0.201551
51	-0.484298	0.398639	0.778809
52	0.0257565	0.999144	-0.0323731
53	-0.145812	0.854792	-0.498066
54	-0.174869	0.331067	-0.927262
55	-0.823765	-0.302552	0.479451
56	-0.540112	-0.064955	-0.839083
57	-0.340496	-0.215579	0.915198
58	-0.0317022	-0.999398	-0.014121
59	0.93228	0.0140201	-0.361465
60	0.824212	0.534915	0.18585
61	-0.0260667	-0.0753389	-0.996817
62	0.750283	-0.240001	-0.616015
63	-0.234322	-0.924348	-0.301122
64	-0.814795	-0.0197294	0.579414
65	0.81461	-0.508385	0.279205
66	0.178934	0.842084	0.5088
67	-0.0545965	0.117896	-0.991524
68	-0.0767735	0.994829	0.0664864
69	0.775591	0.630826	-0.0227359
70	0.750047	0.0141438	0.661233
71	-0.287221	-0.937178	-0.197995
72	0.0866681	0.62341	0.777077
73	0.548512	-0.0260071	0.835738
74	0.341822	-0.695276	-0.632257
75	0.242462	0.775462	0.582985
76	0.836852	0.00735045	0.547381
77	-0.635332	-0.740342	0.21965
78	0.531144	-0.526433	-0.663893
79	-0.0895632	-0.130731	-0.987364
80	0.625749	-0.714173	-0.31368
81	0.356488	0.766932	-0.533602
82	-0.884635	0.380291	0.269814
83	0.853268	-0.520766	-0.0271334
84	0.98492	-0.171174	0.0251517
85	0.963909	0.217712	-0.153238
86	0.082671	0.667962	-0.73959
87	-0.208989	-0.426099	-0.880206
88	0.330287	-0.221665	0.917483
89	0.659298	0.642685	-0.390233
90	0.687558	-0.499707	-0.526837
91	0.144155	0.771551	0.61962
92	-0.66964	0.473964	0.571787
93	-0.385647	-0.104757	0.91668
94	-0.890043	-0.385834	-0.242809
95	-0.644258	-0.0256283	0.764379
96	-0.32755	0.554704	-0.764862
97	-0.229533	-0.909117	0.347594
98	-0.518568	0.803895	-0.291272
99	0.992816	-0.0932111	0.0750239
100	0.0630035	-0.387334	0.919784
101	-0.106807	0.954212	0.279413
102	0.584049	0.727315	0.360415
103	-0.392557	-0.0462519	0.918564
104	0.134441	-0.68849	-0.712676
105	0.0767129	0.530021	0.844508
106	0.682313	0.319615	0.657491
107	-0.498368	0.267128	0.824786
108	-0.191805	0.735138	0.650218
109	0.970173	0.128434	-0.205594
110	0.869744	-0.473072	0.140526
111	-0.841785	-0.185469	0.506952
112	-0.0378848	-0.54483	0.83769
113	-0.779097	-0.148732	0.609005
114	-0.129714	0.799169	-0.586944
115	0.436843	0.660601	0.610552
116	0.0675559	0.0810265	-0.99442
117	0.97459	-0.180628	0.132467
118	0.755264	0.194583	-0.625871
119	0.198776	-0.905917	0.373903
120	-0.622945	0.401158	0.671574
121	0.188359	-0.821415	0.538329
122	-0.651034	0.211831	-0.728891
123	-0.767795	-0.536902	-0.34961
124	0.161054	-0.318806	0.934037
125	0.446682	0.863143	-0.235497
126	0.0901489	0.778391	0.621274
127	0.995159	-0.0211544	-0.0959699
128	0.407042	-0.912961	0.0286015
129	0.415844	-0.865192	-0.280208
130	0.417904	0.526102	-0.740657
131	-0.167683	-0.720858	-0.672493
132	0.444378	-0.886891	-0.126307
133	0.435974	0.740415	0.511578
134	0.724498	-0.673745	0.145497
135	0.573995	-0.817606	-0.0452779
136	0.187398	-0.982212	0.0119411
137	-0.0518509	0.931163	-0.360896
138	0.939593	-0.149784	-0.307783
139	0.787506	0.61016	-0.0868293
140	-0.704171	-0.28132	-0.651922
141	-0.00563276	0.436907	0.899489
142	0.0645448	-0.163616	-0.98441
143	-0.699761	0.700279	-0.14122
144	-0.360139	0.666517	-0.65273
145	-0.896977	-0.253423	-0.362228
146	-0.830092	0.433943	-0.350201
147	-0.617225	-0.638602	0.459588
